Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,NOD1/2 Signaling Pathway R-HSA-168638,10/33,6.707230315610228e-05,0.0074114894987493,0,0,5.691755392593048,54.69628587409521,CYLD;MAPK11;CHUK;IRAK2;RIPK2;CASP4;CARD9;UBE2N;TNFAIP3;BIRC3
Reactome_2022,Oncogene Induced Senescence R-HSA-2559585,10/33,6.707230315610228e-05,0.0074114894987493,0,0,5.691755392593048,54.69628587409521,RB1;TNRC6C;CDKN2C;TFDP1;CDKN2A;AGO4;MDM4;TP53;TNRC6A;TNRC6B
Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",61/523,0.0001016381145255085,0.0103670876816018,0,0,1.7505704398090929,16.09490558890829,RB1;TOP2A;CDKN1A;CEP164;UBE2D1;CDC14A;PPP1CB;GOLGA2;MYC;FBXO5;SKP2;GTSE1;NINL;PHLDA1;HSP90AA1;RFC3;CEP131;ESCO2;RANGAP1;HAUS1;PSMA5;H2BC12;PSMA6;PSMA3;TFDP1;CCNE2;NUP54;MCM6;MAPRE1;TP53;SFI1;PSMD10;RAB1A;PCNA;PSMD14;PRIM1;TYMS;ANAPC10;NCAPH;PRKAR2B;NUP43;E2F5;PCNT;LYN;CENPT;GINS2;CDK11A;CDKN2C;NUP155;CDKN2A;CEP152;NEK7;FBXL18;CENPE;CENPF;PSMC4;PSMC2;CHMP2B;TUBGCP6;LPIN3;NUP37
Reactome_2022,Regulation Of TNFR1 Signaling R-HSA-5357905,10/35,0.00011665989798785149,0.0110493589094207,0,0,5.235850388143966,47.41715809318077,USP25;CYLD;CHUK;SPPL2B;TNFAIP3;XIAP;CFLAR;TRAF1;TANK;BIRC3
Reactome_2022,Apoptosis Induced DNA Fragmentation R-HSA-140342,6/13,0.0001446546326506076,0.0127874695263137,0,0,11.198954458630745,99.01176500476878,H1-5;H1-4;DFFA;CASP3;H1-3;H1-2
Reactome_2022,Gene Expression (Transcription) R-HSA-74160,139/1449,0.00017431793571864927,0.014446598922683,0,0,1.422145109288322,12.308139313790551,RB1;ZNF692;HDAC10;UBE2D1;ARID4B;TTF1;STK11;ZNF605;MYC;ZNF208;SESN2;ZNF721;ZNF445;SKP2;ZNF320;ZNF160;TSC2;TSC1;THOC2;SRRM1;CCNE2;DDIT3;ZNF714;DDIT4;ZNF713;TP53;ZFPM1;ZNF432;ZNF431;ZNF430;L3MBTL1;PSMD10;ZNF793;COX19;ZNF791;KMT2A;PSMD14;RRAD;KMT2B;CSTF2;ANAPC10;ZNF708;ZNF706;ZKSCAN8;TP53BP2;ZNF426;SYMPK;ZNF546;ZNF785;ZKSCAN1;NUP155;GADD45A;PLK2;UPF3B;NFKB1;SMARCA4;SMAD7;AGO4;RHEB;MDM4;ATM;ZNF773;RAD9A;ZNF771;CDKN1A;INTS14;SETD9;PHF1;DPY30;ASH2L;PIDD1;ING5;EXO1;DGCR8;MYBL1;ZNF486;TGIF1;HSP90AA1;RFC3;RMI1;ACTL6A;TFB2M;ZNF75A;PSMA5;H2BC12;PSMA6;KAT2B;PSMA3;TFDP1;AEBP2;NUP54;POLR1G;ZNF114;FYTTD1;PCNA;SRRT;TAF9;ZNF3;HDAC9;HDAC6;ZFP14;TAF1C;PERP;NUP43;ZNF225;E2F5;TAF9B;ZNF500;ZNF224;ZNF587;SRSF11;E2F8;ZNF101;ZNF221;PCGF6;PCGF5;CDKN2A;TXNRD1;WWP1;ARID3A;KLF4;ZNF33B;TNRC6C;MAPK11;NR6A1;PSMC4;ZNF738;ZNF737;PSMC2;CCNG1;TAF8;TCEA1;ZNF611;ZNF732;TAF3;LAMTOR3;TNRC6A;NUP37;TNRC6B
Reactome_2022,Mitotic G1 Phase And G1/S Transition R-HSA-453279,23/147,0.00029880165053787857,0.0206932425633402,0,0,2.4373161933645804,19.780601565646904,RB1;PSMD10;LYN;TOP2A;CDKN1A;PCNA;CDKN2C;PSMD14;CDKN2A;PRIM1;TYMS;PSMA5;PSMA6;PSMA3;TFDP1;CCNE2;PSMC4;MYC;PSMC2;FBXO5;MCM6;SKP2;E2F5
Reactome_2022,DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,13/61,0.0003057864643748216,0.0206932425633402,0,0,3.548223125884017,28.7144339527131,RB1;CDKN1A;H1-3;CABIN1;H1-2;H2BC12;H1-5;H1-4;CCNE2;UBN1;ATM;TP53;ASF1A
Reactome_2022,TNFR1-induced NFkappaB Signaling Pathway R-HSA-5357956,8/26,0.00032159175221022285,0.0206932425633402,0,0,5.811604416255579,46.73824582665594,USP25;CYLD;CHUK;TNFAIP3;XIAP;TRAF1;TANK;BIRC3
Reactome_2022,Generic Transcription Pathway R-HSA-212436,116/1190,0.0003297164560267766,0.0206932425633402,0,0,1.4416646425390656,11.558225496862972,RB1;ZNF692;HDAC10;UBE2D1;STK11;MYC;ZNF605;SESN2;ZNF208;ZNF721;ZNF445;SKP2;ZNF320;ZNF160;TSC2;TSC1;CCNE2;DDIT3;DDIT4;ZNF714;ZNF713;TP53;ZFPM1;ZNF432;ZNF431;ZNF430;L3MBTL1;PSMD10;ZNF793;COX19;ZNF791;KMT2A;PSMD14;RRAD;KMT2B;ANAPC10;ZNF708;ZNF706;ZKSCAN8;TP53BP2;ZNF426;ZNF546;ZNF785;ZKSCAN1;GADD45A;PLK2;NFKB1;SMARCA4;SMAD7;AGO4;RHEB;MDM4;ATM;ZNF773;RAD9A;ZNF771;CDKN1A;SETD9;DPY30;ASH2L;PIDD1;ING5;EXO1;DGCR8;ZNF486;TGIF1;RFC3;RMI1;ACTL6A;ZNF75A;PSMA5;H2BC12;PSMA6;KAT2B;PSMA3;TFDP1;ZNF114;PCNA;TAF9;ZNF3;HDAC9;HDAC6;ZFP14;PERP;ZNF225;E2F5;TAF9B;ZNF500;ZNF224;ZNF587;E2F8;ZNF101;ZNF221;PCGF6;CDKN2A;PCGF5;TXNRD1;WWP1;ARID3A;KLF4;ZNF33B;TNRC6C;MAPK11;NR6A1;PSMC4;ZNF738;ZNF737;PSMC2;CCNG1;TCEA1;ZNF611;ZNF732;TAF3;LAMTOR3;TNRC6A;TNRC6B
Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,126/1312,0.00033668531052059885,0.0206932425633402,0,0,1.4198197520910754,11.35339251447154,RB1;ZNF692;HDAC10;UBE2D1;STK11;MYC;ZNF605;SESN2;ZNF208;ZNF721;ZNF445;SKP2;ZNF320;ZNF160;TSC2;TSC1;THOC2;SRRM1;CCNE2;DDIT3;DDIT4;ZNF714;ZNF713;TP53;ZFPM1;ZNF432;ZNF431;ZNF430;L3MBTL1;PSMD10;ZNF793;COX19;ZNF791;KMT2A;PSMD14;RRAD;KMT2B;CSTF2;ANAPC10;ZNF708;ZNF706;ZKSCAN8;TP53BP2;ZNF426;SYMPK;ZNF546;ZNF785;ZKSCAN1;GADD45A;PLK2;UPF3B;NFKB1;SMARCA4;SMAD7;AGO4;RHEB;MDM4;ATM;ZNF773;RAD9A;ZNF771;CDKN1A;INTS14;SETD9;DPY30;ASH2L;PIDD1;ING5;EXO1;DGCR8;ZNF486;TGIF1;RFC3;RMI1;ACTL6A;ZNF75A;PSMA5;H2BC12;PSMA6;KAT2B;PSMA3;TFDP1;ZNF114;FYTTD1;PCNA;SRRT;TAF9;ZNF3;HDAC9;HDAC6;ZFP14;PERP;ZNF225;E2F5;TAF9B;ZNF500;ZNF224;ZNF587;SRSF11;E2F8;ZNF101;ZNF221;PCGF6;CDKN2A;PCGF5;TXNRD1;WWP1;ARID3A;KLF4;ZNF33B;TNRC6C;MAPK11;NR6A1;PSMC4;ZNF738;ZNF737;PSMC2;CCNG1;TAF8;TCEA1;ZNF611;ZNF732;TAF3;LAMTOR3;TNRC6A;TNRC6B
Reactome_2022,Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,12/54,0.00034332679969342864,0.0206932425633402,0,0,3.7417465926299847,29.847268224215814,LDHA;SUCLA2;MPC1;MPC2;GLO1;IDH2;VDAC1;D2HGDH;DLAT;SDHD;SDHB;LDLR
Reactome_2022,Response Of EIF2AK1 (HRI) To Heme Deficiency R-HSA-9648895,6/15,0.0003725672977439239,0.0214793146438453,0,0,8.70935960591133,68.76120293890041,DDIT3;ASNS;TRIB3;CHAC1;EIF2S1;ATF4
Reactome_2022,Programmed Cell Death R-HSA-5357801,29/208,0.0004030738972300868,0.021997003851266,0,0,2.131640571926375,16.661735424930836,PSMD10;PSMD14;APIP;XIAP;TANK;CASP7;C1QBP;CASP3;CASP4;TP53BP2;DFFA;HSP90AA1;CDKN2A;CFLAR;H1-3;H1-2;H1-5;PSMA5;H1-4;PSMA6;PSMA3;TFDP1;PSMC4;STK26;PSMC2;CHMP2B;VIM;TP53;BIRC3
Reactome_2022,MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,17/96,0.0004147248086588627,0.021997003851266,0,0,2.822497531196696,21.981315453221963,LRRC14;MAP2K1;CHUK;RIPK2;AGER;TANK;USP18;NFKB1;NFKB2;MAPK9;MAPK11;RPS6KA5;IRAK2;TIFA;UBE2N;MAP2K7;TP53
Reactome_2022,G2/M Transition R-HSA-69275,26/182,0.000539842598291387,0.0275319725128607,0,0,2.190935046395432,16.485105657629873,PSMD10;CDKN1A;PSMD14;CEP164;PPP1CB;PRKAR2B;PCNT;GTSE1;PHLDA1;NINL;HSP90AA1;CDK11A;CEP152;CEP131;FBXL18;HAUS1;PSMA5;PSMA6;PSMA3;CENPF;PSMC4;PSMC2;TUBGCP6;MAPRE1;TP53;SFI1
Reactome_2022,p53-Dependent G1 DNA Damage Response R-HSA-69563,13/65,0.0005859837051589254,0.0286065014661913,0,0,3.2745756718528995,24.37010789250043,PSMD10;CDKN1A;PSMD14;CDKN2A;PSMA5;PSMA6;PSMA3;CCNE2;PSMC4;PSMC2;ATM;MDM4;TP53
Reactome_2022,RHOBTB GTPase Cycle R-HSA-9706574,9/35,0.0006040588544897118,0.0286065014661913,0,0,4.527584897472062,33.55772997284393,HSP90AA1;CUL3;COPS2;STK38;TXNL1;TWF1;RBBP6;VIM;SRRM1
Reactome_2022,Mitotic G2-G2/M Phases R-HSA-453274,26/184,0.000638733415448778,0.0292055347891406,0,0,2.16296677779886,15.910834189502737,PSMD10;CDKN1A;PSMD14;CEP164;PPP1CB;PRKAR2B;PCNT;GTSE1;PHLDA1;NINL;HSP90AA1;CDK11A;CEP152;CEP131;FBXL18;HAUS1;PSMA5;PSMA6;PSMA3;CENPF;PSMC4;PSMC2;TUBGCP6;MAPRE1;TP53;SFI1
Reactome_2022,KEAP1-NFE2L2 Pathway R-HSA-9755511,17/100,0.0006755317447940104,0.0298585031198952,0,0,2.6858925061949925,19.60704324772178,PSMD10;PSMD14;CDKN2A;CUL3;TXNRD1;SLC7A11;PSMA5;PSMA6;PSMA3;PSMC4;MYC;MAFG;SESN2;PSMC2;SKP2;SQSTM1;ATF4
Reactome_2022,Post-transcriptional Silencing By Small RNAs R-HSA-426496,4/7,0.0007581596458407602,0.0298776642128372,0,0,17.399859451862262,125.0113187063429,TNRC6C;AGO4;TNRC6A;TNRC6B
Reactome_2022,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,17/101,0.0007592686263728191,0.0298776642128372,0,0,2.653774062816616,19.06247022051841,LRRC14;MAP2K1;CHUK;RIPK2;AGER;TANK;USP18;NFKB1;NFKB2;MAPK9;MAPK11;RPS6KA5;IRAK2;TIFA;UBE2N;MAP2K7;TP53
Reactome_2022,G1/S DNA Damage Checkpoints R-HSA-69615,13/67,0.0007927180286606732,0.0298776642128372,0,0,3.152954581172403,22.512231207859656,PSMD10;CDKN1A;PSMD14;CDKN2A;PSMA5;PSMA6;PSMA3;CCNE2;PSMC4;PSMC2;ATM;MDM4;TP53
Reactome_2022,Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,12/59,0.0008049332691795021,0.0298776642128372,0,0,3.3427862566724307,23.816520324745504,PSMA5;PSMD10;PSMA6;CDKN1A;HSP90AA1;PSMA3;PSMD14;PSMC4;PSMC2;MAPRE1;GTSE1;TP53
Reactome_2022,Transcriptional Regulation By TP53 R-HSA-3700989,42/354,0.000821387547549774,0.0298776642128372,0,0,1.7748819772285476,12.609676547333777,L3MBTL1;COX19;CDKN1A;PCNA;RRAD;SETD9;TAF9;ING5;PIDD1;STK11;EXO1;PERP;SESN2;TP53BP2;TAF9B;E2F8;RFC3;GADD45A;RMI1;CDKN2A;PLK2;TXNRD1;TSC2;TSC1;ARID3A;TNRC6C;MAPK11;TFDP1;CCNE2;AGO4;RHEB;DDIT4;CCNG1;TCEA1;ATM;MDM4;TP53;LAMTOR3;TAF3;TNRC6A;RAD9A;TNRC6B
Reactome_2022,RHOBTB1 GTPase Cycle R-HSA-9013422,7/23,0.0008224022911326782,0.0298776642128372,0,0,5.717385563380281,40.612195540835536,CUL3;COPS2;TXNL1;STK38;RBBP6;VIM;SRRM1
Reactome_2022,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,17/102,0.0008517175196083512,0.0298776642128372,0,0,2.62241134751773,18.535873786649017,LRRC14;MAP2K1;CHUK;RIPK2;AGER;TANK;USP18;NFKB1;NFKB2;MAPK9;MAPK11;RPS6KA5;IRAK2;TIFA;UBE2N;MAP2K7;TP53
Reactome_2022,TNF Signaling R-HSA-75893,10/44,0.0008754308452156862,0.0298776642128372,0,0,3.848021918718087,27.093131169695297,USP25;CYLD;CHUK;SPPL2B;TNFAIP3;XIAP;CFLAR;TRAF1;TANK;BIRC3
Reactome_2022,Apoptosis R-HSA-109581,25/178,0.0008787548297893295,0.0298776642128372,0,0,2.146793096696596,15.106992936740804,PSMD10;PSMD14;APIP;XIAP;TANK;CASP7;C1QBP;CASP3;TP53BP2;DFFA;CDKN2A;CFLAR;H1-3;H1-2;H1-5;PSMA5;H1-4;PSMA6;PSMA3;TFDP1;PSMC4;STK26;PSMC2;VIM;TP53
Reactome_2022,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,17/103,0.000953596419676147,0.0316117213122642,0,0,2.591777997690912,18.026515795972166,LRRC14;MAP2K1;CHUK;RIPK2;AGER;TANK;USP18;NFKB1;NFKB2;MAPK9;MAPK11;RPS6KA5;IRAK2;TIFA;UBE2N;MAP2K7;TP53
Reactome_2022,Nuclear Events Mediated By NFE2L2 R-HSA-9759194,14/78,0.001134651547123,0.0366962914996392,0,0,2.8654237438075016,19.43166962812212,PSMD10;PSMD14;CDKN2A;TXNRD1;SLC7A11;PSMA5;PSMA6;PSMA3;PSMC4;MYC;MAFG;PSMC2;SQSTM1;ATF4
Reactome_2022,Interleukin-1 Family Signaling R-HSA-446652,22/152,0.0011706047630743,0.0369576646627771,0,0,2.2214399124007667,14.995240941036808,PSMD10;LRRC14;MAP2K1;PSMD14;CHUK;RIPK2;IL1RAP;AGER;TANK;USP18;NFKB1;NFKB2;PSMA5;PSMA6;PSMA3;IRAK2;PSMC4;TIFA;PSMC2;UBE2N;SQSTM1;TP53
Reactome_2022,Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517,23/163,0.0012993081087876,0.0398889049866474,0,0,2.1568935693935694,14.33454940144786,COX19;ATP5PF;NDUFB6;NDUFA12;NDUFB5;ATP5PB;GLO1;IDH2;ETFA;SDHD;ATP5F1C;SDHB;LDHA;ATP5F1A;SUCLA2;MPC1;MPC2;NDUFAF4;NDUFS4;VDAC1;D2HGDH;DLAT;LDLR
Reactome_2022,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,17/106,0.00132361374013,0.0398889049866474,0,0,2.504008287512949,16.595038485713328,LRRC14;MAP2K1;CHUK;RIPK2;AGER;TANK;USP18;NFKB1;NFKB2;MAPK9;MAPK11;RPS6KA5;IRAK2;TIFA;UBE2N;MAP2K7;TP53
Reactome_2022,Transcriptional Regulation By VENTX R-HSA-8853884,9/39,0.0014003253767271,0.0409846857725398,0,0,3.923060648801128,25.77863025538912,TNRC6C;CDKN2A;AGO4;UBE2D1;TP53;ANAPC10;NFKB1;TNRC6A;TNRC6B
Reactome_2022,TRAF6 Mediated NF-kB Activation R-HSA-933542,7/25,0.0014217915124712,0.0409846857725398,0,0,5.081572769953052,33.31396570054078,IFIH1;MAVS;CHUK;AGER;TANK;NFKB1;NFKB2
Reactome_2022,Neddylation R-HSA-8951664,30/237,0.0015971913479651,0.0450611856893985,0,0,1.9053250754722848,12.269357208902056,PSMD10;PSMD14;UBE2D2;CUL3;CCNF;CUL2;UBE2D1;FBXO44;SOCS2;FBXL20;COMMD8;BTBD1;VHL;SKP2;WSB1;FBXW9;FBXL18;UCHL3;KCTD7;PSMA5;SPSB3;PSMA6;COPS3;PSMA3;PSMC4;COPS2;PSMC2;FBXL5;COPS8;SQSTM1
Reactome_2022,Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,12/64,0.0016980524611654,0.0469086992396948,0,0,3.020549062245175,19.26588742210967,PSMA5;PSMD10;EGLN1;PSMA6;PSMA3;PSMD14;PSMC4;UBE2D2;CUL2;PSMC2;UBE2D1;VHL
Reactome_2022,Stabilization Of P53 R-HSA-69541,11/56,0.0017692295308917,0.0478775175094391,0,0,3.1984934086629,20.269527998050144,PSMA5;PSMD10;PSMA6;PSMA3;PSMD14;CDKN2A;PSMC4;PSMC2;ATM;MDM4;TP53
Reactome_2022,Cyclin E Associated Events During G1/S Transition R-HSA-69202,14/82,0.0018673361349705,0.0495217542994199,0,0,2.6962865825735816,16.94142215248773,RB1;PSMD10;CDKN1A;PSMD14;PSMA5;PSMA6;PSMA3;TFDP1;CCNE2;PSMC4;MYC;PSMC2;SKP2;E2F5
Reactome_2022,G1/S Transition R-HSA-69206,19/129,0.0020006513642895,0.0520169354715274,0,0,2.2649599690082645,14.075101029075125,RB1;PSMD10;CDKN1A;PCNA;PSMD14;PRIM1;TYMS;PSMA5;PSMA6;PSMA3;TFDP1;CCNE2;PSMC4;MYC;PSMC2;FBXO5;MCM6;SKP2;E2F5
Reactome_2022,Apoptotic Factor-Mediated Response R-HSA-111471,6/20,0.0021177053020877,0.0533154637504853,0,0,5.597366040012064,34.46534581104793,CASP7;CDKN2A;C1QBP;CASP3;APIP;XIAP
Reactome_2022,TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116,5/14,0.002131010240404,0.0533154637504853,0,0,7.252695733708392,44.61248551011765,CDKN1A;CCNE2;ARID3A;TP53;E2F8
Reactome_2022,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,20/140,0.0022432162861827,0.0548663038568306,0,0,2.185856432125089,13.333384555851357,LRRC14;MAP2K1;CHUK;RIPK2;UBE2D2;UBE2D1;AGER;TANK;USP18;NFKB1;NFKB2;MAPK9;MAPK11;RPS6KA5;IRAK2;TIFA;UBE2N;MAP2K7;TP53;BIRC3
Reactome_2022,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,36/307,0.0022757516682697,0.0548663038568306,0,0,1.747851899798653,10.636456390285325,PSMD10;UBE2D4;PSMD14;MGRN1;UBE2D2;CUL3;CCNF;CUL2;UBE2D1;FBXO44;ANAPC10;FBXL20;RNF213;BTBD1;RNF138;RBBP6;VHL;SKP2;RNF130;WSB1;UBE2E3;FBXW9;MIB2;WWP1;FBXL18;UBE2G2;KCTD7;PSMA5;PSMA6;PSMA3;PSMC4;NEDD4;PSMC2;UBE2N;FBXL5;TRIM11
Reactome_2022,Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,14/84,0.0023600311857625,0.0558821670057349,0,0,2.618966737438075,15.84234047944284,RB1;PSMD10;CDKN1A;PSMD14;PSMA5;PSMA6;PSMA3;TFDP1;CCNE2;PSMC4;MYC;PSMC2;SKP2;E2F5
Reactome_2022,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,17/112,0.0024342463504922,0.0564756254938988,0,0,2.345098917506532,14.113082188595277,LRRC14;MAP2K1;CHUK;RIPK2;AGER;TANK;USP18;NFKB1;NFKB2;MAPK9;MAPK11;RPS6KA5;IRAK2;TIFA;UBE2N;MAP2K7;TP53
Reactome_2022,S Phase R-HSA-69242,22/161,0.0024702762282399,0.0564756254938988,0,0,2.0765918226273072,12.466663888432656,RB1;PSMD10;GINS2;CDKN1A;RFC3;PCNA;PSMD14;PRIM1;UBE2D1;ESCO2;ANAPC10;PSMA5;PSMA6;PSMA3;TFDP1;CCNE2;PSMC4;MYC;PSMC2;MCM6;SKP2;E2F5
Reactome_2022,FCERI Mediated NF-kB Activation R-HSA-2871837,13/78,0.0033258935713512,0.0747480487391825,0,0,2.617821782178218,14.93733532431736,PSMD10;LYN;CHUK;PSMD14;UBE2D2;UBE2D1;NFKB1;PSMA5;PSMA6;PSMA3;PSMC4;PSMC2;UBE2N
Reactome_2022,Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation R-HSA-8948700,4/10,0.0038224359424983,0.0844758343292146,0,0,8.69852424455376,48.42353085647684,TNRC6C;AGO4;TNRC6A;TNRC6B
Reactome_2022,Organelle Biogenesis And Maintenance R-HSA-1852241,32/275,0.0043348720201304,0.0942301688310313,0,0,1.7303420505332094,9.414900440114714,DYNC2I1;ARF4;ALAS1;CEP164;PKD1;HDAC6;HELZ2;ATP5F1A;CHCHD3;PRKAR2B;INPP5E;TCTN1;PDE6D;PCNT;RAB11FIP3;NINL;ATP5PF;HSP90AA1;ATP5PB;CEP152;CEP131;IDH2;IFT122;TFB2M;ATP5F1C;HAUS1;MAPK11;EXOC6;EXOC5;DYNLRB1;MAPRE1;SFI1
